target_id	length	eff_length	est_counts	tpm
Montipora_capitata_HIv3___TS.g31918.t1	1149	1050	1.06167	0.78657
Montipora_capitata_HIv3___RNAseq.g39902.t1	561	462	0	0
Montipora_capitata_HIv3___RNAseq.g22918.t1	1122	1023	3	2.28129
Montipora_capitata_HIv3___RNAseq.g7985.t1	471	372	9.45608	19.7744
Montipora_capitata_HIv3___RNAseq.g36632.t1	513	414	0	0
Montipora_capitata_HIv3___RNAseq.g20158.t1	696	597	0	0
Montipora_capitata_HIv3___RNAseq.g27719.t1	4440	4341	14	2.50884
Montipora_capitata_HIv3___RNAseq.g34935.t1	1305	1206	3	1.93513
Montipora_capitata_HIv3___RNAseq.g14270.t1	435	336	0	0
Montipora_capitata_HIv3___RNAseq.g4696.t1	678	579	13	17.4663
Montipora_capitata_HIv3___RNAseq.g31392.t1	528	429	0	0
Montipora_capitata_HIv3___TS.g23185.t1	1119	1020	11	8.38934
Montipora_capitata_HIv3___TS.g31891.t1	471	372	0	0
Montipora_capitata_HIv3___RNAseq.g33510.t1	468	369	5.16712	10.8933
Montipora_capitata_HIv3___RNAseq.g12425.t1	843	744	2	2.09119
Montipora_capitata_HIv3___RNAseq.g14166.t1	1533	1434	2	1.08497
Montipora_capitata_HIv3___RNAseq.g31093.t1	525	426	0	0
Montipora_capitata_HIv3___RNAseq.g25488.t1	309	210	0	0
Montipora_capitata_HIv3___TS.g13125.t1	288	189	0	0
Montipora_capitata_HIv3___RNAseq.g45067.t1	3717	3618	87	18.7062
Montipora_capitata_HIv3___RNAseq.g20977.t1	1938	1839	4.10581	1.73681
Montipora_capitata_HIv3___RNAseq.g434.t1	276	177	5	21.9752
Montipora_capitata_HIv3___RNAseq.g9745.t1	1257	1158	1.46905	0.986879
Montipora_capitata_HIv3___RNAseq.g15081.t1	1344	1245	354	221.192
Montipora_capitata_HIv3___RNAseq.g18563.t1	8352	8253	2	0.188518
Montipora_capitata_HIv3___RNAseq.g22042.t1	306	207	3.5	13.1533
Montipora_capitata_HIv3___RNAseq.g7253.t1	705	606	0	0
Montipora_capitata_HIv3___RNAseq.g16619.t1	948	849	1	0.916279
Montipora_capitata_HIv3___RNAseq.g41637.t1	927	828	12.3767	11.6281
Montipora_capitata_HIv3___RNAseq.4417_t	858	759	1	1.02493
Montipora_capitata_HIv3___RNAseq.g21077.t2	2361	2262	0	0
Montipora_capitata_HIv3___RNAseq.g25875.t1	342	243	0	0
Montipora_capitata_HIv3___RNAseq.g27361.t1	354	255	2	6.10134
Montipora_capitata_HIv3___RNAseq.g43448.t1	1242	1143	1	0.680596
Montipora_capitata_HIv3___RNAseq.g39900.t1	1365	1266	14	8.6026
Montipora_capitata_HIv3___RNAseq.g25518.t1	261	162	0	0
Montipora_capitata_HIv3___RNAseq.g31203.t1	1266	1167	0	0
Montipora_capitata_HIv3___TS.g43108.t1	597	498	0	0
Montipora_capitata_HIv3___RNAseq.g33143.t2	1254	1155	7	4.71467
Montipora_capitata_HIv3___RNAseq.g12815.t1	441	342	2	4.54924
Montipora_capitata_HIv3___RNAseq.g41069.t1	234	135	0	0
Montipora_capitata_HIv3___RNAseq.g17611.t1	312	213	0	0
Montipora_capitata_HIv3___TS.g40614.t1b	2931	2832	1.66799	0.458181
Montipora_capitata_HIv3___TS.g40614.t1a	1209	1110	0	0
Montipora_capitata_HIv3___TS.g22013.t1	228	129	0	0
Montipora_capitata_HIv3___RNAseq.g34399.t1	264	165	0	0
Montipora_capitata_HIv3___RNAseq.g32547.t1	264	165	0	0
Montipora_capitata_HIv3___RNAseq.g20637.t1	1302	1203	0	0
Montipora_capitata_HIv3___RNAseq.g37259.t1	681	582	0	0
Montipora_capitata_HIv3___TS.g26668.t3	2349	2250	39	13.484
Montipora_capitata_HIv3___TS.g25495.t1	1068	969	0	0
Montipora_capitata_HIv3___RNAseq.g43579.t1	207	108	0	0
Montipora_capitata_HIv3___TS.g48401.t1	13008	12909	82.4948	4.9713
Montipora_capitata_HIv3___RNAseq.g21536.t1	777	678	8	9.17901
Montipora_capitata_HIv3___RNAseq.g7647.t1	471	372	0	0
Montipora_capitata_HIv3___RNAseq.g16678.t1	396	297	0	0
Montipora_capitata_HIv3___RNAseq.g14272.t1	1083	984	0.5	0.395285
Montipora_capitata_HIv3___RNAseq.g36730.t1	867	768	0	0
Montipora_capitata_HIv3___RNAseq.g43702.t1	1377	1278	1	0.608702
Montipora_capitata_HIv3___TS.g40966.t1	747	648	0	0
Montipora_capitata_HIv3___RNAseq.g41816.t1	1794	1695	0	0
Montipora_capitata_HIv3___TS.g17701.t1a	744	645	4.05156	4.8865
Montipora_capitata_HIv3___RNAseq.g46163.t1	459	360	7	15.1262
Montipora_capitata_HIv3___RNAseq.g24161.t1	2163	2064	58	21.8602
Montipora_capitata_HIv3___RNAseq.g34001.t1	2151	2052	0	0
Montipora_capitata_HIv3___TS.g27603.t1	717	618	0	0
Montipora_capitata_HIv3___RNAseq.g17668.t1	357	258	0	0
Montipora_capitata_HIv3___RNAseq.g40802.t1	2148	2049	0	0
Montipora_capitata_HIv3___RNAseq.g9812.t1	1437	1338	2	1.16281
Montipora_capitata_HIv3___RNAseq.g11244.t1	750	651	0	0
Montipora_capitata_HIv3___RNAseq.g1587.t1	453	354	0	0
Montipora_capitata_HIv3___RNAseq.g11023.t1	435	336	2	4.63048
Montipora_capitata_HIv3___TS.g10300.t1	1698	1599	10	4.86505
Montipora_capitata_HIv3___TS.g11210.t1	1470	1371	46	26.1009
Montipora_capitata_HIv3___RNAseq.g13591.t1	357	258	8.38119	25.2709
Montipora_capitata_HIv3___RNAseq.g35925.t1	402	303	4	10.2696
Montipora_capitata_HIv3___RNAseq.g25787.t1	810	711	0	0
Montipora_capitata_HIv3___RNAseq.g42617.t1	1152	1053	5	3.69383
Montipora_capitata_HIv3___RNAseq.g40850.t1	351	252	267	824.226
Montipora_capitata_HIv3___TS.g28019.t1	2112	2013	15.6726	6.05665
Montipora_capitata_HIv3___RNAseq.g39731.t1	663	564	1	1.37929
Montipora_capitata_HIv3___RNAseq.g21075.t1	420	321	2	4.84686
Montipora_capitata_HIv3___RNAseq.g27363.t1	384	285	0	0
Montipora_capitata_HIv3___RNAseq.g19553.t1	1356	1257	0	0
Montipora_capitata_HIv3___RNAseq.g16539.t1	702	603	10.3253	13.3205
Montipora_capitata_HIv3___RNAseq.g29592.t1	18597	18498	1521	63.9646
Montipora_capitata_HIv3___TS.g45300.t1	1683	1584	0.763006	0.374721
Montipora_capitata_HIv3___RNAseq.g5495.t1	390	291	0	0
Montipora_capitata_HIv3___RNAseq.g19454.t1	282	183	2.7479	11.6811
Montipora_capitata_HIv3___RNAseq.g6774.t1	3945	3846	189	38.2286
Montipora_capitata_HIv3___RNAseq.g26734.t1	2328	2229	4	1.396
Montipora_capitata_HIv3___TS.g7568.t2	294	195	2	7.97868
Montipora_capitata_HIv3___TS.g26649.t1	1662	1563	32	15.9267
Montipora_capitata_HIv3___RNAseq.g25600.t1	2241	2142	7	2.54223
Montipora_capitata_HIv3___RNAseq.g33758.t1	7062	6963	53	5.92127
Montipora_capitata_HIv3___TS.g18623.t1	279	180	0	0
Montipora_capitata_HIv3___TS.g36561.t1	777	678	0	0
Montipora_capitata_HIv3___RNAseq.g3078.t1	627	528	3	4.42
Montipora_capitata_HIv3___TS.g26975.t1	1236	1137	0	0
Montipora_capitata_HIv3___RNAseq.g30381.t1	1233	1134	0	0
Montipora_capitata_HIv3___TS.g45161.t1	1125	1026	0	0
Montipora_capitata_HIv3___RNAseq.g33461.t1	312	213	14	51.1309
Montipora_capitata_HIv3___RNAseq.g35228.t1	204	105	14	103.723
Montipora_capitata_HIv3___RNAseq.g50577.t1	639	540	0	0
Montipora_capitata_HIv3___RNAseq.g25602.t1	294	195	0	0
Montipora_capitata_HIv3___RNAseq.g19349.t1	621	522	75	111.77
Montipora_capitata_HIv3___RNAseq.g30844.t1	834	735	0	0
Montipora_capitata_HIv3___RNAseq.g19966.t1	489	390	0	0
Montipora_capitata_HIv3___RNAseq.g46161.t1	1167	1068	6	4.37034
Montipora_capitata_HIv3___TS.g27540.t1	1821	1722	0	0
Montipora_capitata_HIv3___TS.g30585.t1	1128	1029	2	1.51199
Montipora_capitata_HIv3___RNAseq.g6776.t2	4506	4407	67	11.8268
Montipora_capitata_HIv3___TS.g1957.t1	897	798	0	0
Montipora_capitata_HIv3___RNAseq.g24956.t1	735	636	17	20.7935
Montipora_capitata_HIv3___RNAseq.g9023.t1	1275	1176	474.217	313.693
Montipora_capitata_HIv3___RNAseq.g2823.t1	711	612	19	24.1511
Montipora_capitata_HIv3___RNAseq.g2626.t1	372	273	0	0
Montipora_capitata_HIv3___RNAseq.g15699.t1	4077	3978	10.6909	2.09068
Montipora_capitata_HIv3___TS.g21561.t1	990	891	0	0
Montipora_capitata_HIv3___RNAseq.g876.t1	807	708	1	1.09876
Montipora_capitata_HIv3___RNAseq.g42553.t1	426	327	2	4.75793
Montipora_capitata_HIv3___RNAseq.g30368.t1	414	315	0	0
Montipora_capitata_HIv3___RNAseq.g50080.t1	528	429	35.5134	64.3976
Montipora_capitata_HIv3___TS.g33233.t1a	2211	2112	0	0
Montipora_capitata_HIv3___TS.g33233.t1b	1215	1116	0	0
Montipora_capitata_HIv3___TS.g31001.t1	1056	957	0.5	0.406437
Montipora_capitata_HIv3___RNAseq.g39733.t1	537	438	0	0
Montipora_capitata_HIv3___RNAseq.g20269.t1	345	246	0	0
Montipora_capitata_HIv3___TS.g26831.t1b	417	318	0	0
Montipora_capitata_HIv3___TS.g8264.t1	765	666	0	0
Montipora_capitata_HIv3___RNAseq.g15339.t1	399	300	0	0
Montipora_capitata_HIv3___RNAseq.g9747.t1	624	525	0	0
Montipora_capitata_HIv3___RNAseq.g13667.t1	993	894	0	0
Montipora_capitata_HIv3___RNAseq.g18573.t1	2049	1950	4	1.59574
Montipora_capitata_HIv3___RNAseq.g42551.t1	1032	933	0	0
Montipora_capitata_HIv3___RNAseq.g8079.t1	1674	1575	0	0
Montipora_capitata_HIv3___RNAseq.g36713.t1	381	282	0	0
Montipora_capitata_HIv3___RNAseq.g31951.t1	876	777	0	0
Montipora_capitata_HIv3___RNAseq.g1997.t1	486	387	3	6.03039
Montipora_capitata_HIv3___TS.g47622.t1	2790	2691	18	5.20348
Montipora_capitata_HIv3___RNAseq.g2624.t1	459	360	0	0
Montipora_capitata_HIv3___RNAseq.g34610.t2b	1755	1656	10	4.69759
Montipora_capitata_HIv3___RNAseq.g34610.t2a	1362	1263	38	23.4054
Montipora_capitata_HIv3___RNAseq.g33811.t1a	1074	975	1.40131	1.11806
